,tweet,label
4977,348 new cases covid19 lagos 163 fct 76 ebonyi 23 rivers 21 delta 8 nasarawa 8 niger 8 enugu 6 bauchi 5 edo 5 ekiti 5 ondo 5 gombe 5 benue 4 ogun 2 osun 1 plateau 1 kogi 1 anambra 1 11166 cases covid19nigeria discharged 3329 deaths 315 takeresponsibility,real
4978,covid19 coronavirus coronaoutbreak preventive action coronavirus,fake
4979,700 businesses 250 related mass gatherings complaints related retail businesses contact tracing retail businesses required customers must contact trace workers,real
4980,sharepic states since beginning corona crisis 3354 people died 924000 children missing,fake
4981,yesterday labs completed 3402 tests bring total 344519 saturday 430 tests taken facilities auckland 61 christchurch still large amount testing happening community symptoms,real
4982,coronavirusupdates covid19 india tracker 29 august 2020 08 00 confirmed cases 3463972 recovered 2648998 76 5 active cases 752424 21 7 deaths 62550 1 8 indiafightscorona indiawillwin staysafe via mohfw india,real
4983,clear example best think number confirmed cases report lower bound true number coronavirus cases country reporting mike hixenbaugh,real
4984,presidential candidate donald trump promised secure 4 growth national economy succeeded even coronavirus pandemic sent economy recession,fake
4985,italian parliament calls arrest bill gates,fake
4986,tanzania developed coronavirus drug called covidol cure covid 19,fake
4987,rt mohfw india indiafightscorona india covid recoveries witnessed steep exponential rise 50000 may 36 lakh,real
4988,today states reported 453 deaths fewest since march 28 7 day average 829 deaths per day,real
4989,july national minoritymentalhealth awareness month protect mental emotional health covid19 learn healthy ways cope stress like exercising get tips resources cdc mentalhealthawareness,real
4990,know spanish flu asian flu black death cholera covid 19 epidemics pandemics wreaked havoc upon humanity factcheck,fake
4991,vaccine trials coronavirus could end early results overwhelmingly positive negative reports fauci,real
4992,homeopathy worked prince charles covid 19 also start looking cures traditional indian medicine efficaciously appeal moayush redouble efforts incentive indian institutions eg soukyaofficial pioneering work,fake
4993,facebook post wrongly suggests role face masks wildfire smoke protection covid 19,fake
4994,country afford second national lockdown tory mp julian knight pm boris johnson says going everything power prevent second national lockdown adding would financially disastrous,real
4995,misinformation spreading like wildfire online covid19 offline like know misinformation coming letterbox looking pamphlets flyers containing covid 19 claims tweet us check,fake
4996,hairstylist iowa exposes 317 clients coronavirus coronavirus hairstylist placebopills,fake
4997,japanese nobel laureate tasuku honjo worked wuhan four years claimed sars cov 2 human made,fake
4998,total number confirmed cases 1194 number report world health organization one new zealand receiving hospital level care covid 19,real
4999,covid 19 appointed housing minister freezing rents evictions andamp securing beds homeless,fake
5000,deadly coronavirus killed 1 12 000 people infected 28 lakh china,fake
5001,rt drharshvardhan said ensured financial assistance federal units managing challenges arisen due covid,real
5002,potential loss delay cdc aggregated hospitalization data impact accuracy icu headroom metric historically used data estimate number non covid patients icus understand capacity available covid patients,real
5003,roberto gazolla covid 19 reference hospital rio de janeiro brazil empty photos prove one areas open public like entrance hall,fake
5004,hospitals compensated 15 covid 19 patients stimulus package new york city hospitals inflating coronavirus numbers,fake
5005,people allowed organize funeral family members die covid 19 instead state take care disposal body,fake
5006,news racists furious suggestion wear muslim style face veil fight deadly coronavirus,fake
5007,politically correct woman reluctantly admits left kind sucks right democrats coronavirus covid19,fake
5008,supporting healthcare providers patients andamp covid19 pandemic cdc priority new framework help clinicians andamp facilities prioritize necessary healthcare visits patients whose care wait,real
5009,although covid19 cases many states declined last 7 days daily cases increasing states particularly upper great plains midwest south wear mask stay 6 ft others wash hands see data,real
5010,military covid infected 118 984 military covid deaths 6 114,fake
5011,bill gates predicted simulated covid 19 pandemic,fake
5012,48 coronavirus patients found quarantine center sultanpuri delhi india belong jamaat,fake
5013,today midwest south west reported highest number cases since start pandemic,real
5014,seven day average reported covid 19 deaths dropped slightly difficult know long trend last,real
5015,chicken crosses road questioned crow ona virus violation foghornleghorn heneryhawk,fake
5016,indiafightscorona mohfw india decided deploy high level central teams four states uttar pradesh jharkhand chhattisgarh andamp odisha states seeing sudden surge number covid cases also reporting high mortality,real
5017,prince william kate middleton named king queen amid coronavirus pandemic queen elizabeth steps,fake
5018,jeanine ez actual president bolivia covid 19,fake
5019,man worried coronavirus still gotten flu shot,fake
5020,continuing good news daily reported deaths continue fall 656 today 7 day average held steady 1000,real
5021,finally good chart deck 7 day average covid 19 deaths nearly 500 deeper understanding numbers see post,real
5022,cheb khaled king algerian rai dies paris hospital got infected covid 19,fake
5023,number newly reported covid 19 deaths includes 322 deaths texas state reported today however texas also removed 200 deaths cumulative totals due automation error cumulative counts reflect adjustment,real
5024,saint patrick back banish covid 19,fake
5025,coronavirusupdates indiafightscorona 6 lakh tested covid19 24 hours 2nd day row pmoindia drharshvardhan ashwinikchoubey pib india ddnewslive airnewsalerts icmrdelhi mygovindia covidnewsbymib covidindiaseva,real
